country_code,country_name,year,ladder,log_gdp,social_support,life_exp_healthy,freedom,generosity,corruption,gdp_pc_ppp,life_exp,internet_pct,urban_pct,education_spend_pct,fdi_pct
TUR,Turkiye,2023,4.613500118255615,10.30681324005127,0.7957817316055298,68.6626968383789,0.4753239154815674,-0.0770171359181404,0.7948973774909973,33520.8111384208,77.591,83.43716576,89.0381164550781,3.09571003913879,1.48839623728753
GHA,Ghana,2023,4.605000019073486,8.595744132995605,0.6406720876693726,58.76277542114258,0.7769143581390381,0.1392538547515869,0.8805339336395264,6728.45414012286,65.246,69.91329956,57.250609602871,2.90963831638452,1.93240124339233
PAK,Pakistan,2023,4.555399894714356,8.54032039642334,0.6013326644897461,57.3125,0.7656802535057068,0.0078154867514967,0.7866216897964478,5526.27928310213,67.417,,38.3740439760816,1.97300945756988,0.389980753542853
NER,Niger,2023,4.501299858093262,7.0909833908081055,0.5900665521621704,56.54999923706055,0.7877514958381653,0.0322939865291118,0.733547568321228,1717.51891457684,60.398,13.08749962,17.477207007512,3.71231832079626,6.25880834283465
TUN,Tunisia,2023,4.496699810028076,9.24356746673584,0.7297623753547668,67.00008392333984,0.5764917731285095,-0.2126037180423736,0.9067373871803284,12712.22345453,76.05,,69.707138648303,6.8049896073928,1.43159199894021
KEN,Kenya,2023,4.486599922180176,8.458258628845215,0.6900045871734619,58.49850845336914,0.6955903768539429,0.2881151735782623,0.8524206876754761,5491.69378280246,63.549,29.40589905,31.4307820066946,4.51101801829815,0.691645983068062
LKA,Sri Lanka,2023,4.441599845886231,9.491007804870604,0.8259633183479309,67.14990234375,0.7865561246871948,-0.0299883000552654,0.8084906339645386,13249.065064602,77.3,48.3,19.9877933196367,1.20397218661186,1.19249322228342
UGA,Uganda,2023,4.432499885559082,7.715771675109863,0.7940431237220764,58.91272735595703,0.7012752890586853,0.1137360781431198,0.8572147488594055,2724.90609568409,67.675,9.636899948,29.9251969709665,2.56105027176925,6.48067616265599
TCD,Chad,2023,4.396599769592285,7.261128902435303,0.7220418453216553,53.125,0.6767348647117615,0.2211616784334182,0.8067120909690857,2449.48251052484,54.528,11.17029953,25.7635558629694,2.6016118897064,3.44402627536712
KHM,Cambodia,2023,4.393499851226807,8.384782791137695,0.7465294599533081,61.89963150024414,0.9584201574325562,0.0733139291405677,0.8572046160697937,6458.3681488084,70.528,65.49079895,40.374616187368,1.95793279576416,8.94830125779534
BEN,Benin,2023,4.373700141906738,8.103285789489746,0.4370720982551574,56.09510040283203,0.7433569431304932,-0.0425225719809532,0.5756282806396484,3588.32519938147,60.475,30.53730011,50.9627000010887,3.0972642678305,2.15770537478617
MMR,Myanmar,2023,4.372499942779541,8.403970718383789,0.7867182493209839,61.38812255859375,0.7271373271942139,0.4913972020149231,0.6584481000900269,5350.47666899931,66.506,,30.311095757938,,1.98946076043536
BGD,Bangladesh,2023,4.282100200653076,8.684880256652832,0.5444689989089966,64.54842376708984,0.8450080156326294,0.0050503765232861,0.6981850862503052,7888.16389098304,74.265,41.61650085,31.673734726234,2.08538657806243,0.347960024540439
